Time (s),X (m/s^2),Y (m/s^2),Z (m/s^2)
4.894,-0.392,-0.785,9.964
4.897,-0.392,-0.785,10.042
4.9,-0.392,-0.785,10.042
4.903,-0.392,-0.785,10.042
4.907,-0.431,-0.824,10.003
4.91,-0.431,-0.824,10.003
4.913,-0.431,-0.824,10.003
4.916,-0.431,-0.745,10.003
4.919,-0.431,-0.745,10.003
4.922,-0.431,-0.745,10.003
4.925,-0.431,-0.824,10.042
4.928,-0.431,-0.824,10.042
4.931,-0.431,-0.824,10.042
4.934,-0.431,-0.824,10.042
4.937,-0.431,-0.824,10.042
4.94,-0.431,-0.824,10.042
4.943,-0.431,-0.824,10.042
4.946,-0.392,-0.824,10.042
4.95,-0.392,-0.824,10.042
4.953,-0.392,-0.824,10.042
4.956,-0.471,-0.824,10.042
4.959,-0.471,-0.824,10.042
4.962,-0.471,-0.824,10.042
4.965,-0.392,-0.824,10.081
4.968,-0.392,-0.824,10.081
4.971,-0.392,-0.824,10.081
4.974,-0.392,-0.863,10.003
4.977,-0.392,-0.863,10.003
4.98,-0.392,-0.863,10.003
4.983,-0.392,-0.863,10.003
4.986,-0.471,-0.824,10.042
4.989,-0.471,-0.824,10.042
4.993,-0.471,-0.824,10.042
4.996,-0.392,-0.824,10.003
4.999,-0.392,-0.824,10.003
5.002,-0.392,-0.824,10.003
5.005,-0.431,-0.785,10.042
5.008,-0.431,-0.785,10.042
5.011,-0.431,-0.785,10.042
5.014,-0.431,-0.863,10.042
5.017,-0.431,-0.863,10.042
5.02,-0.431,-0.863,10.042
5.023,-0.431,-0.863,10.042
5.026,-0.392,-0.785,10.003
5.029,-0.392,-0.785,10.003
5.032,-0.392,-0.785,10.003
5.036,-0.431,-0.785,10.042
5.039,-0.431,-0.785,10.042
5.042,-0.431,-0.785,10.042
5.045,-0.431,-0.863,10.042
5.048,-0.431,-0.863,10.042
5.051,-0.431,-0.863,10.042
5.054,-0.431,-0.824,10.042
5.057,-0.431,-0.824,10.042
5.06,-0.431,-0.824,10.042
5.063,-0.431,-0.824,10.042
5.066,-0.392,-0.863,10.003
5.069,-0.392,-0.863,10.003
5.072,-0.392,-0.863,10.003
5.075,-0.392,-0.863,10.003
5.079,-0.392,-0.863,10.003
5.082,-0.392,-0.863,10.003
5.085,-0.431,-0.863,10.042
5.088,-0.431,-0.863,10.042
5.091,-0.431,-0.863,10.042
5.094,-0.471,-0.863,10.003
5.097,-0.471,-0.863,10.003
5.1,-0.471,-0.863,10.003
5.103,-0.471,-0.863,10.003
5.106,-0.431,-0.863,10.003
5.109,-0.431,-0.863,10.003
5.112,-0.431,-0.863,10.003
5.115,-0.431,-0.824,10.003
5.118,-0.431,-0.824,10.003
5.122,-0.431,-0.824,10.003
5.125,-0.431,-0.863,9.964
5.128,-0.431,-0.863,9.964
5.131,-0.431,-0.863,9.964
5.134,-0.431,-0.824,10.003
5.137,-0.431,-0.824,10.003
5.14,-0.431,-0.824,10.003
5.143,-0.431,-0.824,10.003
5.146,-0.392,-0.785,10.003
5.149,-0.392,-0.785,10.003
5.152,-0.392,-0.785,10.003
5.155,-0.431,-0.785,10.003
5.158,-0.431,-0.785,10.003
5.161,-0.431,-0.785,10.003
5.165,-0.431,-0.785,10.042
5.168,-0.431,-0.785,10.042
5.171,-0.431,-0.785,10.042
5.174,-0.471,-0.824,10.003
5.177,-0.471,-0.824,10.003
5.18,-0.471,-0.824,10.003
5.183,-0.471,-0.824,10.003
5.186,-0.431,-0.785,10.042
5.189,-0.431,-0.785,10.042
5.192,-0.431,-0.785,10.042
5.195,-0.471,-0.785,10.003
5.198,-0.471,-0.785,10.003
5.201,-0.471,-0.785,10.003
5.204,-0.431,-0.824,10.042
5.208,-0.431,-0.824,10.042
5.211,-0.431,-0.824,10.042
5.214,-0.431,-0.863,10.003
5.217,-0.431,-0.863,10.003
5.22,-0.431,-0.863,10.003
5.223,-0.431,-0.863,10.003
5.226,-0.392,-0.902,10.003
5.229,-0.392,-0.902,10.003
5.232,-0.392,-0.902,10.003
5.235,-0.471,-0.824,10.081
5.238,-0.471,-0.824,10.081
5.241,-0.471,-0.824,10.081
5.244,-0.471,-0.824,10.081
5.248,-0.471,-0.824,10.081
5.251,-0.471,-0.824,10.081
5.254,-0.431,-0.824,10.042
5.257,-0.431,-0.824,10.042
5.26,-0.431,-0.824,10.042
5.263,-0.431,-0.824,10.042
5.266,-0.431,-0.824,10.042
5.269,-0.431,-0.824,10.042
5.272,-0.431,-0.824,10.042
5.275,-0.431,-0.824,10.042
5.278,-0.431,-0.824,10.042
5.281,-0.431,-0.824,10.042
5.284,-0.392,-0.863,10.042
5.287,-0.392,-0.863,10.042
5.291,-0.392,-0.863,10.042
5.294,-0.431,-0.824,10.003
5.297,-0.431,-0.824,10.003
5.3,-0.431,-0.824,10.003
5.303,-0.431,-0.824,10.003
5.306,-0.431,-0.824,10.003
5.309,-0.431,-0.824,10.003
5.312,-0.431,-0.824,10.003
5.315,-0.392,-0.863,10.003
5.318,-0.392,-0.863,10.003
5.321,-0.392,-0.863,10.003
5.324,-0.392,-0.824,10.003
5.327,-0.392,-0.824,10.003
5.33,-0.392,-0.824,10.003
5.334,-0.431,-0.824,10.042
5.337,-0.431,-0.824,10.042
5.34,-0.431,-0.824,10.042
5.343,-0.471,-0.824,10.042
5.346,-0.471,-0.824,10.042
5.349,-0.471,-0.824,10.042
5.352,-0.471,-0.824,10.042
5.355,-0.431,-0.824,10.042
5.358,-0.431,-0.824,10.042
5.361,-0.431,-0.824,10.042
5.364,-0.471,-0.824,10.042
5.367,-0.471,-0.824,10.042
5.37,-0.471,-0.824,10.042
5.373,-0.431,-0.863,10.081
5.377,-0.431,-0.863,10.081
5.38,-0.431,-0.863,10.081
5.383,-0.431,-0.824,10.003
5.386,-0.431,-0.824,10.003
5.389,-0.431,-0.824,10.003
5.392,-0.431,-0.824,10.003
5.395,-0.431,-0.863,10.042
5.398,-0.431,-0.863,10.042
5.401,-0.431,-0.863,10.042
5.404,-0.431,-0.785,10.042
5.407,-0.431,-0.785,10.042
5.41,-0.431,-0.785,10.042
5.413,-0.392,-0.824,10.042
5.416,-0.392,-0.824,10.042
5.42,-0.392,-0.824,10.042
5.423,-0.471,-0.824,10.003
5.426,-0.471,-0.824,10.003
5.429,-0.471,-0.824,10.003
5.432,-0.471,-0.824,10.003
5.435,-0.431,-0.824,10.003
5.438,-0.431,-0.824,10.003
5.441,-0.431,-0.824,10.003
5.444,-0.392,-0.824,9.924
5.447,-0.392,-0.824,9.924
5.45,-0.392,-0.824,9.924
5.453,-0.392,-0.824,10.003
5.456,-0.392,-0.824,10.003
5.459,-0.392,-0.824,10.003
5.463,-0.431,-0.824,10.042
5.466,-0.431,-0.824,10.042
5.469,-0.431,-0.824,10.042
5.472,-0.431,-0.824,10.042
5.475,-0.471,-0.824,10.003
5.478,-0.471,-0.824,10.003
5.481,-0.471,-0.824,10.003
5.484,-0.431,-0.824,10.042
5.487,-0.431,-0.824,10.042
5.49,-0.431,-0.824,10.042
5.493,-0.431,-0.785,10.042
5.496,-0.431,-0.785,10.042
5.499,-0.431,-0.785,10.042
5.502,-0.431,-0.863,10.042
5.506,-0.431,-0.863,10.042
5.509,-0.431,-0.863,10.042
5.512,-0.431,-0.902,10.042
5.515,-0.431,-0.902,10.042
5.518,-0.431,-0.902,10.042
5.521,-0.431,-0.902,10.042
5.524,-0.431,-0.785,10.003
5.527,-0.431,-0.785,10.003
5.531,-0.431,-0.785,10.003
5.534,-0.431,-0.824,10.042
5.537,-0.431,-0.824,10.042
5.54,-0.431,-0.824,10.042
5.543,-0.353,-0.863,10.003
5.547,-0.353,-0.863,10.003
5.55,-0.353,-0.863,10.003
5.553,-0.431,-0.824,10.003
5.556,-0.431,-0.824,10.003
5.559,-0.431,-0.824,10.003
5.562,-0.431,-0.824,10.003
5.565,-0.431,-0.863,10.042
5.568,-0.431,-0.863,10.042
5.571,-0.431,-0.863,10.042
5.574,-0.471,-0.824,10.042
5.577,-0.471,-0.824,10.042
5.58,-0.471,-0.824,10.042
5.583,-0.392,-0.824,10.042
5.586,-0.392,-0.824,10.042
5.59,-0.392,-0.824,10.042
5.593,-0.392,-0.824,10.042
5.596,-0.392,-0.824,10.042
5.599,-0.392,-0.824,10.042
5.602,-0.392,-0.824,10.042
5.605,-0.471,-0.902,10.042
5.608,-0.471,-0.902,10.042
5.611,-0.471,-0.902,10.042
5.614,-0.471,-0.863,10.003
5.617,-0.471,-0.863,10.003
5.62,-0.471,-0.863,10.003
5.623,-0.392,-0.824,10.042
5.626,-0.392,-0.824,10.042
5.629,-0.392,-0.824,10.042
5.633,-0.431,-0.824,10.003
5.636,-0.431,-0.824,10.003
5.639,-0.431,-0.824,10.003
5.642,-0.431,-0.824,10.003
5.645,-0.431,-0.863,10.003
5.648,-0.431,-0.863,10.003
5.651,-0.431,-0.863,10.003
5.654,-0.471,-0.863,10.081
5.657,-0.471,-0.863,10.081
5.66,-0.471,-0.863,10.081
5.663,-0.431,-0.824,10.081
5.666,-0.431,-0.824,10.081
5.669,-0.431,-0.824,10.081
5.672,-0.471,-0.824,10.003
5.676,-0.471,-0.824,10.003
5.679,-0.471,-0.824,10.003
5.682,-0.431,-0.863,10.042
5.685,-0.431,-0.863,10.042
5.688,-0.431,-0.863,10.042
5.691,-0.431,-0.863,10.042
5.694,-0.471,-0.863,10.042
5.697,-0.471,-0.863,10.042
5.7,-0.471,-0.863,10.042
5.703,-0.431,-0.824,10.042
5.706,-0.431,-0.824,10.042
5.709,-0.431,-0.824,10.042
5.712,-0.392,-0.824,10.042
5.715,-0.392,-0.824,10.042
5.719,-0.392,-0.824,10.042
5.722,-0.471,-0.824,10.003
5.725,-0.471,-0.824,10.003
5.728,-0.471,-0.824,10.003
5.731,-0.471,-0.824,10.003
5.734,-0.471,-0.824,10.042
5.737,-0.471,-0.824,10.042
5.74,-0.471,-0.824,10.042
5.743,-0.392,-0.785,10.042
5.746,-0.392,-0.785,10.042
5.749,-0.392,-0.785,10.042
5.752,-0.431,-0.863,10.042
5.755,-0.431,-0.863,10.042
5.758,-0.431,-0.863,10.042
5.762,-0.431,-0.863,10.042
5.765,-0.431,-0.863,10.042
5.768,-0.431,-0.863,10.042
5.771,-0.431,-0.863,10.042
5.774,-0.431,-0.863,10.003
5.777,-0.431,-0.863,10.003
5.78,-0.431,-0.863,10.003
5.783,-0.392,-0.785,10.042
5.786,-0.392,-0.785,10.042
5.789,-0.392,-0.785,10.042
5.792,-0.431,-0.824,10.042
5.795,-0.431,-0.824,10.042
5.798,-0.431,-0.824,10.042
5.801,-0.471,-0.785,10.042
5.805,-0.471,-0.785,10.042
5.808,-0.471,-0.785,10.042
5.811,-0.392,-0.863,10.042
5.814,-0.392,-0.863,10.042
5.817,-0.392,-0.863,10.042
5.82,-0.392,-0.863,10.042
5.823,-0.471,-0.745,10.042
5.826,-0.471,-0.745,10.042
5.829,-0.471,-0.745,10.042
5.832,-0.431,-0.824,10.042
5.835,-0.431,-0.824,10.042
5.838,-0.431,-0.824,10.042
5.841,-0.431,-0.863,10.042
5.844,-0.431,-0.863,10.042
5.848,-0.431,-0.863,10.042
5.851,-0.392,-0.902,10.003
5.854,-0.392,-0.902,10.003
5.857,-0.392,-0.902,10.003
5.86,-0.392,-0.902,10.003
5.863,-0.392,-0.785,10.003
5.866,-0.392,-0.785,10.003
5.869,-0.392,-0.785,10.003
5.872,-0.431,-0.824,10.081
5.875,-0.431,-0.824,10.081
5.878,-0.431,-0.824,10.081
5.881,-0.431,-0.785,10.003
5.884,-0.431,-0.785,10.003
5.888,-0.431,-0.785,10.003
5.891,-0.431,-0.863,10.003
5.894,-0.431,-0.863,10.003
5.897,-0.431,-0.863,10.003
5.9,-0.431,-0.863,10.003
5.903,-0.431,-0.824,10.003
5.906,-0.431,-0.824,10.003
5.909,-0.431,-0.824,10.003
5.912,-0.431,-0.824,10.003
5.915,-0.431,-0.824,10.003
5.918,-0.431,-0.824,10.003
5.921,-0.431,-0.863,9.964
5.924,-0.431,-0.863,9.964
5.927,-0.431,-0.863,9.964
5.931,-0.431,-0.824,10.003
5.934,-0.431,-0.824,10.003
5.937,-0.431,-0.824,10.003
5.94,-0.431,-0.824,10.003
5.943,-0.392,-0.824,10.003
5.946,-0.392,-0.824,10.003
5.949,-0.392,-0.824,10.003
5.952,-0.431,-0.902,10.003
5.955,-0.431,-0.902,10.003
5.958,-0.431,-0.902,10.003
5.961,-0.431,-0.824,10.042
5.964,-0.431,-0.824,10.042
5.967,-0.431,-0.824,10.042
5.97,-0.392,-0.824,9.964
5.974,-0.392,-0.824,9.964
5.977,-0.392,-0.824,9.964
5.98,-0.392,-0.824,9.964
5.983,-0.431,-0.824,9.964
5.986,-0.431,-0.824,9.964
5.989,-0.431,-0.824,9.964
5.992,-0.431,-0.863,10.003
5.995,-0.431,-0.863,10.003
5.998,-0.431,-0.863,10.003
6.001,-0.431,-0.863,10.003
6.004,-0.431,-0.863,10.003
6.007,-0.431,-0.863,10.003
6.01,-0.392,-0.824,10.003
6.013,-0.392,-0.824,10.003
6.017,-0.392,-0.824,10.003
6.02,-0.392,-0.824,10.003
6.023,-0.431,-0.824,10.042
6.026,-0.431,-0.824,10.042
6.029,-0.431,-0.824,10.042
6.032,-0.431,-0.824,10.042
6.035,-0.431,-0.824,10.042
6.038,-0.431,-0.824,10.042
6.041,-0.431,-0.863,10.003
6.044,-0.431,-0.863,10.003
6.047,-0.431,-0.863,10.003
6.05,-0.431,-0.863,10.081
6.053,-0.431,-0.863,10.081
6.056,-0.431,-0.863,10.081
6.06,-0.431,-0.863,10.081
6.063,-0.471,-0.863,10.042
6.066,-0.471,-0.863,10.042
6.069,-0.471,-0.863,10.042
6.072,-0.392,-0.863,10.042
6.075,-0.392,-0.863,10.042
6.078,-0.392,-0.863,10.042
6.081,-0.392,-0.824,10.042
6.084,-0.392,-0.824,10.042
6.087,-0.392,-0.824,10.042
6.09,-0.431,-0.785,10.003
6.093,-0.431,-0.785,10.003
6.096,-0.431,-0.785,10.003
6.099,-0.431,-0.785,10.003
6.103,-0.392,-0.824,10.003
6.106,-0.392,-0.824,10.003
6.109,-0.392,-0.824,10.003
6.112,-0.392,-0.824,10.003
6.115,-0.392,-0.824,10.003
6.118,-0.392,-0.824,10.003
6.121,-0.392,-0.824,10.042
6.124,-0.392,-0.824,10.042
6.127,-0.392,-0.824,10.042
6.13,-0.431,-0.863,10.042
6.133,-0.431,-0.863,10.042
6.136,-0.431,-0.863,10.042
6.139,-0.431,-0.863,10.042
6.142,-0.431,-0.863,9.964
6.146,-0.431,-0.863,9.964
6.149,-0.431,-0.863,9.964
6.152,-0.431,-0.863,10.081
6.155,-0.431,-0.863,10.081
6.158,-0.431,-0.863,10.081
6.161,-0.392,-0.824,10.003
6.164,-0.392,-0.824,10.003
6.167,-0.392,-0.824,10.003
6.17,-0.471,-0.824,10.042
6.173,-0.471,-0.824,10.042
6.176,-0.471,-0.824,10.042
6.179,-0.471,-0.824,10.042
6.182,-0.431,-0.863,10.081
6.185,-0.431,-0.863,10.081
6.189,-0.431,-0.863,10.081
6.192,-0.392,-0.824,10.042
6.195,-0.392,-0.824,10.042
6.198,-0.392,-0.824,10.042
6.201,-0.471,-0.824,10.042
6.204,-0.471,-0.824,10.042
6.207,-0.471,-0.824,10.042
6.21,-0.392,-0.824,10.003
6.213,-0.392,-0.824,10.003
6.216,-0.392,-0.824,10.003
6.219,-0.471,-0.863,10.003
6.222,-0.471,-0.863,10.003
6.225,-0.471,-0.863,10.003
6.228,-0.471,-0.863,10.003
6.232,-0.431,-0.824,10.003
6.235,-0.431,-0.824,10.003
6.238,-0.431,-0.824,10.003
6.241,-0.431,-0.785,10.003
6.244,-0.431,-0.785,10.003
